cdli_id,publication,authors,excavation_no,genre,language,period,translation_status,has_atf,atf_line_count,has_translation,transliteration_text,translation_text
P361159,POAT 46,"Gwaltney, Walter C.",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,5,False,. [...] isz? [...] | . [...] 1(u) 1(disz) ma-la2# [...] | . [...] en qi2-bi-ma [...] | . [...] / a ak [...] | . [...] mar? [...],
P361160,POAT 47,"Gwaltney, Walter C.",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,21,False,[...] ti2 _sag10_ | [... na]-ki-li-et | [... ku]-uk-ra-an! | [...]-ah-szu | [...] li a | [...] _dumu_ i3-li2-a-lim | [...] na#-ru-uq _gig_ | [...] _sze_-um | [...]-e u3 _sze_-am | [...] i-na | [...] im | [...] di2-nu-szu-um _ku3-babbar_ | [a-na? sza?] ni-pa2-as# [...] | [...] lu _ku3-babbar_ [i-na] | [qa2-qa2-ad] szal2-mi3-szu-nu [...] | [... u2 ke]-ni#-szu-nu ra-ki-is | [_igi?_ x a]-szur3# _dumu_ puzur2-a-szur3 | [...] nim | [...] x ni | [_iti-kam_] hu#-bu-ur | [... li]-mu-um,
P361161,POAT 48,"Gwaltney, Walter C.",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,6,False,. i-na 2/3(disz) ma#-[na ...] | . la2 1(disz) 2/3(disz) _gin2 ku3-babbar#_ [...] | . 2/3(disz) me! _ku3-ki_ [...] | . sza sza-at-a-[szur ...] | . 3(disz) _gin2_ x [...] | . 1(disz) 1/2(disz) _gin2 ku3#_ [...],
P361162,POAT 49,"Gwaltney, Walter C.",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,9,False,"[... s,a]-hi-ir _gal_ | [...] nam3 | [... ma! ta2-me-szu] | [...] su2-en6 ha!-du-e | [...] isz-e-ma | [...] mi3! ni szu | [...] x ti2 / a-na | [...] ku-li2-li | [...] ta!-ah-na",
P361163,POAT 50,"Gwaltney, Walter C.",,Letter,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,42,False,"um-ma hi-na-a-ma | a-na a-szur-na-da | qi2-bi-ma 5(disz) _ma-na_ | _ku3-babbar_ i-na sza ni-ip-[la2]-tim | sza ni-ka3-si | sza a-na a-la2-hi!-im | i-pu-lu-ni | 5(disz) _ma-na ku3-babbar_ | i-a-ti2 / i-la2-kam | te2-er-ti2 / a-la2-hi-im | e-la2-ma / ub-lam | um-ma szu-ut-ma | a-s,e2-er / a-mur-esz18-dar# | u2 a-szur-na-da | li-isz3-pu-ur-ma | i-na _ku3-babbar_-pi3-a | li-di2-nu-szum | i-na _ku3-babbar_-pi3-szu! | 5(disz) _ma-na_ | li-qe2-ma / te2-er-ta-ka3 | li-li-kam | um-ma hi-na-a-ma | a-na a-szur-na-da | qi2-bi-ma 5(disz) _ma-na_ | _ku3-babbar_ i-na sza-ni-u2-tim | sza ni-ka3-si-<a> | sza a-na a-la2-hi!-im | i-pu-lu-ni | 5(disz) _ma-na ku3-babbar_ | i-a-ti2 i-la2-kam | te2-er-ti2 a-la2-hi-im | e-la2-ma ub-lam | um-ma szu-ut-ma | a-s,e2-er / a-mur-esz18-dar# [...] | u2 a-szur-na-da [...] | li-isz3-pu-ur-ma | i-na _ku3-babbar_-pi3-a | li-di2-nu-szum | i-na _ku3-babbar_-pi3-szu! | 5(disz) _ma-na_ | li-qe2-ma te2-er-ta-ka3 | li-li-kam",
P361164,POAT 51,"Gwaltney, Walter C.",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,10,False,"5(u) _ma-na ku3-babbar_ | ku-nu-ki sza a-la2-hi-im | a-na a-szur-s,u2-lu-li | ap2-qi2-id | _igi_ a-szur-i-di2 | _dumu_ a-szur-ma-lik | _igi_ i-ku-pi2-a | _dumu_ e-di2-na-a | _igi_ u2-zu-a _dumu_ | a-bi4-li-a",
P361165,POAT 52,"Gwaltney, Walter C.",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,16,False,"1(disz) t,up-pa2-am na-asz2-par2-tam2 | sza ku-nu-ki-a sza a-wa-tum | sza szu-esz18-dar _dumu_ dingir-isz-ti2-kal2 | gam-ra-ni a-na du10-s,i2-la2-a-szur | ap-qi2-id szu-ma ma-la2 | a-wa-tum gam-ra-ni | _ku3-babbar_ a-sza ki-ma | i-a-ti2 la2 isz-ta-qal | te2-er-ti2 sza-ta-qal | i-la2-kam-ma | na-asz2-par2-tam2 sza ku-nu-ki-a | du10-s,i2-la2-a-szur u2-sza-ra-ma | t,up-pu-a t,up-pu-u2-a-ma | _igi_ li-ip-ta-nim | _dumu_ la2-li-im | _igi_ ha-nu-nu _dub-sar_",
P361166,POAT 53,"Gwaltney, Walter C.",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,6,False,3(disz) na-ru-uq | _sze_-am szu-be-lim | me-ra-szu | i-li-kam-ma | a-na ku-lu-ma-a | a-di2-in,
P361167,POAT 54,"Gwaltney, Walter C.",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,5,False,"6(disz) na-ru-uq | qe2-ma-am | a-na be-el _e2_-tim | sza mu-s,i2-im | ni-im-du-ud",
P361168,POAT 55,"Gwaltney, Walter C.",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,16,False,um-ma [...] ri!-isz-ma | a-na [... a]-szur#-i-di2 | 1(disz) _ma-na_ 6(disz)? _gin2_ [...] | [x ...] | . [... x] a-[ma? ...] | . [...]-at _ku3-babbar_ [...] | . [...] x lu-im [...] | . [...] isz-ti2 [...] | [...] ku? a-hu [x ...] | [... i]-sza-me-ma x [...] | [...] i ta! ni-a-ti2# [...] | [...] isz-ti2 a [x] _la2?_ me [...] | [...] na#-pa2-asz2-ta-ka3 ma? x [...] | [...] _ku3-babbar_ ma-a-ad [x ...] | [...] x x / at [x ...] | [...] x ba [...] / la2 hu um,
P361169,POAT 56,"Gwaltney, Walter C.",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,8,False,". [... la!]-qi2-ip [...] | . [...] sza#? 1/2(disz) _ma-na_ [...] | . [...] sza#? la2-qe2-ep [...] | . [...] ta#? [...] | . [...] ku x szu? {d!}[x ...] | . [...] t,up#-pu-szu sza 1(disz) 5/6(disz) _ma-na#_ [...] | . [... t,up]-pu-szu sza 1/3(disz) _ma-na ku3-babbar_ | . [...] ni ti2 [...]",
P361170,POAT 57,"Gwaltney, Walter C.",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,9,False,"1(disz) 1/3(disz) _ma-na_ 2(u) 2(disz) 1/2(disz) _sze_ | _ku3-babbar_ s,a-ru-pa2-am | i-li-bi | szu-ma-li-bi4-a-szur | a-hu-wa?-qar | i-szu | _igi_ a-mur-dingir! | _igi_ en-um-a-szur | _dumu_ a-szur-i-mi3-[ti2]",
P361171,POAT 58,"Gwaltney, Walter C.",,Letter,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,40,False,"a-na bi-ti2-ti2 / ma-s,i2-i3-li2 | a-la2-hi-im a-szur3-_gal_ ah-sza-lim | i-ku-pi2-a [x] x | u3 sze2-s,ur!?-da-gan2 | qi2-bi4-ma um-ma zu-ri-i-ma | a-na sze2-sur!-da-gan2 qi2-bi4-ma | 1/3(disz) _ma-na ku3-babbar_ a-ta u2 a-bu-ka3 | isz-tu3 li-mi3-im i-di2-a-[bi4]-im | ha-bu-la2-tu3-nu 1(disz) _gin2-ta_ s,i2-ib-tam2 | i-_iti 1(disz)-kam_ tu3-s,a-ba a-ha-ma | 1/3(disz) _ma-na ku3-babbar_ a-na i-[li]-ib-li-bi4 | ha-bu-<<bu>>-la2-tu3-nu-ma | tap-nu-a-nim-ma _ku3-babbar_ a-na | i-li-ib-li-bi asz2-qul2-ma | i-na e-s,i2-im / u2-sze2-li-ku-nu | u3 _ku3-babbar_ sza isz-tu3 | li-mi3-im i3-li2-a-lim | 1(disz) _gin2-ta_-ma / tu2-s,a-ba | a-bu-ka3 / ar-mi3-li _ku3-babbar_ | u2 s,i2-ba-su2 / mi3-isz-li-szu | u2-sza-bi4-a-ni-ma t,up-pa2-am | sza ku-nu-ki-a / a-di2-szu-um sza a-na | mi3-isz-li-szu / la2 a-tu3-ru-szu-ni | a-na mi3-sza!-al _ku3-babbar_ u2 s,i2-ib-tim | a-ta / ta-za-za-ni / t,up-pu-um | szu-ut sza ku-nu-ki / _e2_ bu-ra-a i-ba-szi2 | a-na bi4-ti2-ti2 / u2 sza ki-ma | i-a-ti2 qi2-bi4-ma 1/3(disz) _ma-na ku3-babbar_ | mi3-isz-lu-szu a-na 3(disz) 1/2(disz) _ma-na ku3-babbar_ | i-tu3-ar-szu / _ku3-babbar_ u2 s,i2-ba-su2 | [a!]-s,e2#-er t,up-pe3-e-szu / li-ik-nu-uk!-ma | [u3] t,up-pe3-e-szu a-na sza ki-ma | szu-a-ti2 / la2-di2-in / a-na bi4-ti2-ti2 | qi2-bi4-ma / a-di2 / esz15-ri-szu | asz2-pu-ra-kum / u4-ma-kal2 | i-zi-iz-ma / _e2_-be-su2 | u2! [ma-la] i-szu-u2 / a-na _ku3-babbar_-pi3! | di2-i-[n]-ma# [ma-s,i2]-i3-li2 u2 i-ku-pi3-a | [isz-ti2 a-szur]-_gal! ku3-babbar_ lu-ub-lu-nim-ma | t,up-pe3-e-szu <a-da-an>",
P361172,POAT 59,"Gwaltney, Walter C.",,,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,7,False,. [...] _gal_ na x isz? [...] | . [...] tim | . [...] ma? a-na | . [...] _illat_-tam2 | . [...] ma hu-lu-qa2-u2 | . [...] u2-ni-ma | . [... a]-szar,
P361173,POAT 60,"Gwaltney, Walter C.",,,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,8,False,. [...] na? [...] | . [...] x a [...] | . [...] na a ma#? [...] | . [...] x id? [...] | . [...] bu a? [...] | . [... a?-szur?]-na-da [...] | . [...] a-szur3 [...] | . [...] nim [...],
P361174,POAT 61,"Gwaltney, Walter C.",,,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,10,False,. [...] x ta [...] | . [...] na-asz2-a-ku-[um?] | . [...] ma#? i a bi su2 [...] | . [...] 1(u) _gin2_ sze2-bi4-lam# [...] | . [...] szi2?-i-be [...] | . [...] asz2? ra [...] | . [...] li#? sza lim [...] | . [...] te2-er-ta-ka3 [...] | . [...] li-li-kam#? [...] | . [... _x] hi#?-a_ ku [...],
P361175,POAT 62,"Gwaltney, Walter C.",,,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,7,False,. qi2-bi-ma um-[ma ...] | . i-na ka3-ni-isz# [...] | . szal2-ma-ku i-[na ...] | . pa2-aq-da-[ni? ...] | . [...] _dumu_ la [...] | . [...] ti2 a li [...] | . [...] x ma sze2 [...],
P361176,POAT 63,"Gwaltney, Walter C.",,,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,13,False,. [...] _gin2 ku3-sig17_ [...] | . la2 [ba] szu kam [...] | . sza a-mu-tim [...] | . du-di2-[na]-tim [...] | . du!-di2-[na]-tu [...] | . sza a x x [...] | . na-ah-la2-<ap2>-[tu ...] | . 4(disz) na-[ru]-qa2!-[tim? ...] | . [sza] u2-nu-tim# [...] | . 8(disz) ta!-<ma>-la2-[gi5? ...] | . ta-ma-la2 [...] | . i x ni [...] | . i-pa2-ni-[im? ...],
P361177,POAT 64,"Gwaltney, Walter C.",,Legal,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,14,False,. [...] x a x [...] | . [...] ka3-il5!-szu x [...] | . [...] a na x [...] | . [...] gesz GA [...] | . [...] x [...] | . [...] ta-asz2-ku x [...] | . [...] x a na [...] | . [...] x _ki_ szum [...] | . [...] ir x x [...] | . [...] a x [...] | . [...] a-di2-na-kum#? [...] | . [...] na ku? ma [...] | . [...] ak? la2 [...] | . [...] la2 [...],
P361178,POAT 65,"Gwaltney, Walter C.",,Legal,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,11,False,. [...] AN | . [...] ah szu | . [...] sza | . [...] ma#?-an | . [...] ta-ka3 | . [...] at | . [...] AN | . [... a]-szur-_gal_ | . [...] u4-me-e | . [...] AN | . [... _tug2?_] bu-[ra]-um,
P361179,POAT 66,"Gwaltney, Walter C.",,Legal,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,3,False,. [...] ra [...] | . [...] DU GA [...] | . [...] la2 [...],
P361180,POAT 67,"Gwaltney, Walter C.",,,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,5,False,. [...] DU um [...] | . [...] ki-in [...] | . [...] a ki bi x [...] | . [...] x la2 ah ma [...] | . [... a ...],
P361181,POAT 68,"Gwaltney, Walter C.",,,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,17,False,". [...] x | . [...] 5(disz)? _ma-[na_] | . [...] lu DU [...] | . [...] ha-ma 2(disz) 1/2(disz)? _gin2_ [...] | . [...] bu gi! _igi_ a-szur [...] | . [...] i-[ba]-ri-a x [...] | . [...] a x x [...] | . [...] x x [...] | . [...] da? szu [...] | . [...] x x [...] | . [...] | . [...] x ma x [...] | . [...] ba a [...] | . [...] sza i-na t,up [...] | . [...] u2-la2 ah-da2-ku-nu-[ti2 ...] | . [...] DU ma szi2-im# [...] | . [...] szi2 ni x [...]",
P361182,POAT 69,"Gwaltney, Walter C.",,,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,5,False,. [...] ni a [...] | . [...] a i [...] | . [...] x bi ma [...] | . [...] ba a [...] | . [...] ma [...],
P361183,POAT 70,"Gwaltney, Walter C.",,Letter,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,11,False,. a-na a-szur-[...] | . qi2# [...] | . [...] | . [...] | . [...] | . [...] | . [...] | . x ku [...] isz x [...] | . x la2-[di2?]-in [...] | . me [...] zi-ib [...] | . x ma [...] x [...],
P361184,POAT 71,"Gwaltney, Walter C.",,,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,10,False,. [...] szal2 a [...] | . [... GA] | . [...] x | . [... ul] x | . [...] li x | . [...] ba me-tu3-ni | . [...] ba ZU-u2-ni | . [...] _ku3-babbar_ sza [...] | . [...] _ku3-babbar_ x [...] | . [...] x im-tim _ku3-babbar_ [...],
P361185,POAT 72,"Gwaltney, Walter C.",,,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,9,False,". lu [...] | . la2 x [...] | . 1(disz) 1/2(disz) ma#-[na ...] | . a-[na ...] | . a [...] | . 1/2(disz) ma-[na ...] | . mu-t,a2-[...] | . i li [...] | . 3(disz) 1/3(disz) _gin2#_ [...]",
P361186,POAT 73,"Gwaltney, Walter C.",,,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,10,False,. [...] x ra [...] | . [...] su2 ri ni [...] | . [...] zu-ta-a [...] | . [...] ZU ni 1(u) u4-[me? ...] | . [...] _ki_ szu-ma / szu-esz18-dar# [...] | . [...] na#-ku sza _e2_ x [...] | . [...] x a-wi-lu [...] | . [...] x im sza [...] | . [...] ma-ni-im# [...] | . [...] id [...],
P361187,POAT 74,"Gwaltney, Walter C.",,,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,6,False,. [...] sza [...] | . [...]-qi2-id u2 [...] | . [...] _ansze#-hi_-ka3 _siki_ [...] | . [...] x isz-ti2 [...] | . [...] x ur-da-ni [...] | . [...] 4(disz) _gin2 ku3-[babbar]_ [...],
P361188,POAT 75,"Gwaltney, Walter C.",,Legal,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,7,False,. [...] x [...] | . [...]-su2-en6 _igi_ [...] | . [...] um _igi_ ah!-i x [...] | . [...] ir-ad-i3-li2 | . [...] sza 3(disz) _gin2 ku3-babbar_ | . [...] pa2-ni-um i | . [...] x [...],
P361189,POAT 76,"Gwaltney, Walter C.",,,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,6,False,". sza 1(disz) _gin2_ [...] | . s,i2-pa2-ra#-[tim ...] | . sza 1(disz) _gin2_ x [...] | . s,a-ap2-ru x [...] | . sza 2(u) 2(disz) 1/2(disz) [...] | . du-uk-[...]",
P361190,POAT 77,"Gwaltney, Walter C.",,,,Old Assyrian (ca. 1950-1850 BC),no translation,True,6,False,. [...] li-il5-qe2 | . [...] ti2#? sza a-ki-di2-e | . [...]-lim{ki} sza-a-ma | . [...] sze2-u2-ni [...] | . [...] sza / a-ma [...] | . [...] sza GA [...],
P361191,POAT 78,"Gwaltney, Walter C.",,,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,13,False,. [... i] x [...] | . [...] be-ti2-ka3 | . [...] i-na ba-ri-szu-nu | . [...] x nu-sza-am | . [...] zi-ru | . [...] me-tim | . [...] x | . [...] | . [...] na | . [...] im# sza a-szur3 | . [...] nam | . [... um]-ma a-ta-ma | . [...] ma,
P361192,POAT 79,"Gwaltney, Walter C.",,,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,4,False,. [...] ta-nu [...] | . [...] 1/2(disz) _gin2-ta_ [...] | . [...] ta-ad-nu [...] | . [...] 5(disz) x [...],
P361193,POAT 80,"Gwaltney, Walter C.",,Administrative,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,8,False,. [...] tim# | . [...] usz-tim | . [...] x ni | . [...] ri-[im] | . [...] ar-tim | . [...] ab2 | . [...] a-szur3 | . [...] x,
P361194,POAT 81,"Gwaltney, Walter C.",,,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,4,False,". [...] _ku3-babbar_-pi2 tu3-ka3-al [...] | . [...] sa3-ah-ra-ti 2(disz) 1/2(disz) ma-[na ...] | . [...] u2 1/2(disz) _ma-na_ 8(disz) 1/2(disz) [_gin2?_ ...] | . [...] s,a-ba-at-ma x [...]",
P361195,POAT 82,"Gwaltney, Walter C.",,,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,8,False,. [...] nu [...] | . [...] szu [...] | . [...] szu a na [...] | . [...] i-a-ti2 li-di2-[na]-ku-ma | . [...] GA#? i-du-nu-ni | . [...] a!-di2-szu-um | . [...] x a ub-la-kum | . [...] x [...],
P332204,"PPAC 4, 296","Ozaki, Tohru & Sigrist, Marcel",,Letter,Akkadian,Old Assyrian (ca. 1950-1850 BC),no translation,True,17,False,"a-na a-szur-i-di2 qi2-bi4-ma | um-ma a-szur-na-da-ma | _2(u) ma-na ku3-babbar_ | lu sza qi2-ip-ti2-a | lu na-ru-qi2-a | lu i-na e-bu-t,i2-a | a-szur3-{d}utu-szi | na-asz2-a-kum | sza _1(u) ma-na_ | _an-na_ sza _1(u) ma-na_ | ku-ta-ni / sza-ma-ma | isz-ti2 / pa2-ni-u2-tim-ma | sze2!-bi-lam-ma la2 | a-la2-kam-ma | a-ma-kam-ma / la2 a-ba-szu | _1(disz) ma-na_ | _ku3-babbar_ ni-qi2-ba-u2",
P359054,Prag 426,"Hecker, Karl,  Kryszat, Guido & Matouš, Lubor",,Letter,,Old Assyrian (ca. 1950-1850 BC),no translation,True,55,False,"a-na sza-lim-a-hi-im qi2-bi-ma | um-ma la-qe2-pu-um i3-li2-a | u3 pu-szu-ke-en6-ma isz-tu3 | ni-is-ha-tim u2 mu-t,a2-e | nu-s,a-hi-ru-ni 2(asz) _gu2_ 2(disz) _ma-na_ 8(disz) _gin2#_ | _an-na_-ak-ka3# iz-ku-a-am | 2(u) 7(disz) _tug2_ ku-ta-ni 4(disz) _tug2_ sza li-wi-tim# | mi3-ma a-nim _dumu_ e-ra-di3 | ip-qi2-id-ni-a-ti2 / ni-ka3-si2 | isz-ti2-szu a-di2-ni / la ni-si2 | _ansze-hi_-ru-ka3 me-tu3 _sza3-ba_ 2(u) _tug2_ ku-ta-ni | 1/2(disz) _ma-na-ta_ 4(disz) _tug2_ szu-ru-tum 1(u) 5(disz) _gin2-ta_ | 7(disz) _gin2-ta_ a-na _an-na_-ki-ka3 | nu-mi3-id-ma 2(u) 8(disz) 1/3(disz) _ma-na_ 7(disz) _gin2_ | _ku3-babbar_ i-s,e2-er _dam-gar3_ a-na u4-me! | pa2-ti2-u2-tim / na-di2 szi2-ti2 _tug2_ ku-ta-ni-ka3 | 7(disz) _tug2!_ a-ni-ka3-si2-ka3 na-ad-u2 | 2(asz) _gu2_ 1(u) _ma-na an-na_ 4(disz) _tug2_ li-wi-tum | 5(disz) _tug2_ ku-ta-ni 1(disz) _ansze_ s,a-la2-ma-am | sza sze2-ep a-szur-mu-ta-bi-il5 | 2(u) 6(disz) _tug2_ ku-ta-nu 1(disz) _ansze_ s,a-la2-mu-um | nu-ur-esz18-dar ir-de8-a-am 1(disz) _ansze_ me-et | _sza3-ba_ 1(disz) 1/2(disz) _tug2_ ni-is-ha-tum | u3 1(disz) _gin2 ku3-babbar_ ni-pu-ul / 3(disz) _tug2 hi-a_ | a-szi2-mi3-im 1(disz) _tug2_ isz-ti2 {d}nin-szubur-ba-ni | szi2-ti2 _tug2 hi_-ti-ka3 2(u) 6(disz) _tug2 hi-a_ iz-ku-u2-nim | i-na 2(asz) _gu2_ 1(u) _ma-na an-na_ | sza sze2-ep a-szur-mu-ta-bi-il5 | 4(disz) _ma-na_ ni-is-ha-tum 4(disz) 5/6(disz) _ma-na_ 4(disz)! _gin2_ | mu-t,a2-u2 / isz-tu3 _an-na_-ak qa2#-tim | gam2-ru 7(disz) 1/3(disz) _ma-na_ 7(disz) _gin2 an-na_ | a-na a-szur-mu-ta-bil ne2-pu-ul | szi2-ti2 _an-na_-ki-ka3 1(asz) _gu2_ 5(u) 3(disz) 2/3(disz) _ma-na la2_ 1(disz) _gin2_ | iz-ku-a-am 1(u) 1(disz) _ma-na an-na_ | sza# _illat_-at a-szur-ma-lik | [_e2_] ka3-ri-im ni-il5-qe2-ma | a-li-bi4 _an-na_-ki-ka3 ni-di2 | _szunigin_ 2(asz) _gu2_ 4(disz) 2/3(disz) _ma-na la2_ 1(disz) _gin2_ | _an-na_-ak-ka3 7(disz) _gin2-ta_ | 2(u) 6(disz) _tug2_ ku-ta-nu 1/2(disz) _ma-na-ta ansze_ | ki-ma 1/2(disz) _ma-na szunigin ku3-babbar_ sza _an-na_ | _tug2 hi-a_ u2 _ansze_ 3(u) 1(disz) _ma-na_ 1(u) 8(disz) 1/2(disz) _gin2_ | i-s,e2-er _dam-gar3_ a-na u4-me pa2-ti2-u2-tim | na-di2 4(disz) _tug2_ sza li-wi-tim a-[na] | ni#-ka3-si2-ka3# na#-ad-u2 i-na | 6(asz) _gu2_ 3(u) _ma#-na an-[na_] sza sze2-[ep] | ah-sza-lim 2(u) 1(disz)# _ma-na#_ ni-is-[ha-tum] | 3(disz) _ma-na_ 1(u) _gin2_ mu-t,a2-u2 | szi2-ti2 _an#-na_-ki-ka3 6(asz) _gu2_ 5(disz) [5/6(disz) _ma-na_] | _sza3-ba_ 5(asz) _gu2_ 4(disz) 2/3(disz) _ma-na_ | 8(disz) _gin2-ta_ 5(u) _tug2_ ku-ta-nu | qa2-dum szu-ru-tim sza is,-bu-[tu3] | 1/3(disz) _ma-na-ta_ a-na u4-me-e | qu2-ur-bu-tim 5(u) 4(disz) 2/3(disz) _ma-na_ 5(disz) _gin2_ | _ku3#-babbar_ i-s,e2-er _dam-gar3_ na-di3",
P359055,Prag 427,"Hecker, Karl,  Kryszat, Guido & Matouš, Lubor",,Administrative,,Old Assyrian (ca. 1950-1850 BC),no translation,True,32,False,". [a]-na# 4(u) 2(disz) ha#-am#-sza-tim i-sza-qal | . 1(u) [n] 2/3(disz) _ma-na_ 8(disz) _gin2 la2_ 2(u) 2(disz) 1/2(disz) _sze_ | . _ki_ a-la2-hi-im u3 sza#-lim#-{d}iszkur isz-tu3 [ha]-musz#-tim | . sza qa2-te2 la2-qe2-ep [u3] i3-li2-a-lim _iti-kam_ | . a-la2-na-tim li-mu#-um ah-mar-szi2 | . a-na 4(u) 5(disz) ha-am-sza-tim i-sza-qal | . [n] 3(disz) 2/3(disz) _ma-na ki_ lu-lu _dumu_ [a]-zu-a | . [isz]-tu3 ha-musz-tim sza qa2-szi2-im | . sza qa2-te2 [la]-qe2-ep u3 i3-li2-a-lim | . li#-mu-um ah-mar-szi2 | . [x] _ma-na ku3-babbar ki_ a-na-[...] | . isz#-tu3 ha-musz-tim sza szu-[ki-tim u3] | . u2-ra-a _iti-kam_ qar-ra-a-tim | . li-mu-um ah-mar-szi2 a-[na] | ha-am-sza-tim i-sza-qal# | 1(u) 5(disz) 1/2(disz) _ma-na_ 8(disz) 1/2(disz) _gin2 ki_ x-[...] | . _dumu_ szu-hu-bur isz-tu3 ha-musz-tim | . sza qa2-szi2-im sza qa2-te2 la2-qe2-ep | . u3 i3-li2-a-lim _iti-kam_ te2-i-na-tim | . li-mu-um i-di2#-[a-szur] | . a-na 4(u) ha-am-sza#-[tim] i-sza#-qal# | . 3(u) 2(disz) 5/6(disz) _ma-na_ 1(disz) [n] _gin2 ki_ as2-qu2-dim | . u3 i3-li2-us,-ra#-[ni] isz-tu3 | . ha-musz-tim sza a-szur-i-mi3-ti2 | . u3 a-mur-esz18-dar _iti-kam_ na-ar-ma-ak-[a-szur] | . sza ke-na-tim li-mu-um | . sza qa2-te2 su2-ka3-li2#-[a] a-na 2(u) [n ha-am-sza-tim] | . i-sza-qu2-lu 1(u) 2/3(disz) [ma-na ...] | . _ki_ szu-su2-en6 [...] | . isz-tu3 ha-musz#-[tim sza ...] | . [...] ti2 a [...] | [... li-mu-um] ah-mar-szi2 [...]",
