accession_no,accounting_period,acquisition_history,alternative_years,ark_number,atf_source,atf_up,author,author_remarks,cdli_collation,cdli_comments,citation,collection,composite_id,condition_description,date_entered,date_of_origin,date_remarks,date_updated,dates_referenced,db_source,designation,dumb,dumb2,electronic_publication,elevation,excavation_no,external_id,findspot_remarks,findspot_square,genre,google_earth_collection,google_earth_provenience,height,id,id_text2,id_text,join_information,language,lineart_up,material,museum_no,object_preservation,object_type,period,period_remarks,photo_up,primary_publication,provenience,provenience_remarks,publication_date,publication_history,published_collation,seal_id,seal_information,stratigraphic_level,subgenre,subgenre_remarks,surface_preservation,text_remarks,thickness,translation_source,width,object_remarks
,,Kappadokia,,21198/zz001tj34b,Old Assyrian Text Project,,"Stephens, Ferris J.",,,"20091124 oatp: 4041; = EL 189; Kienast, AK text 18 (pp. 130-131); 10': foto: Balkan, anum-hirbi, figs. 15-20",,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,ruled,4/25/2005,,,2022-06-29,,20050425 fitzgerald_upenn,KTP 43,,,,,,,,,Letter,,,?,109624,0,260357,,,,clay,CBS 04041,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,KTP 43,Kanesh (mod. Kültepe),,1927,"Eisser & Lewy, ARK 189; JSOR 11, 43; Balkan Letter 44; Orlin, ACC p. 069; Keinast, FAOS Beih 1, 018",,,,,,12x1x11x2x1 lines; collected by A. Long of Robert College and sold by him to J.P. Peters in 1888,,,?,no translation,?,
,,Kappadokia,,21198/zz001tj36c,no atf,,"Stephens, Ferris J.",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,"ruled, damaged",4/25/2005,,,2018-10-21,,20050425 fitzgerald_upenn,KTP 40,,,,,,,,,Administrative ?,,,?,109626,0,260359,,,,clay,CBS 04043,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,KTP 40,Kanesh (mod. Kültepe),,1927,"JSOR 11, 40; Ulshöfer, FAOS Beih 4, 241",,,,,,6x2x6x1(u.e.) lines; collected by A. Long of Robert College and sold by him to J.P. Peters in 1888,,,?,no translation,?,
,,Kappadokia,,21198/zz001tt2mp,Old Assyrian Text Project,,"Stephens, Ferris J.",,,20091124 oatp: rev. 3: (2 signs erased?),,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,"le. e. wanting, rev effaced",4/25/2005,,,2022-06-29,,20050425 fitzgerald_upenn,KTP 04,,,,,,,,,,,,?,109629,0,260363,,,,clay,CBS 04047,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,KTP 04,Kanesh (mod. Kültepe),,1927,"JSOR 11, 04; Michel, LAPO 19, 039",,,,,,14x3x13x1(u.e.) lines; collected by A. Long of Robert College and sold by him to J.P. Peters in 1890,,,?,no translation,?,
,,Kappadokia,,21198/zz001tt2ts,no atf,,"Stephens, Ferris J.",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,"r. part, ruled",4/25/2005,,,2018-10-21,,20050425 fitzgerald_upenn,KTP 42,,,,,,,,,Administrative ?,,,?,109635,0,260369,,,,clay,CBS 04053,fragment,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,KTP 42,Kanesh (mod. Kültepe),,1927,"JSOR 11, 42",,,,,,10x3(lo.e.) lines; collected by A. Long of Robert College and sold by him to J.P. Peters in 1890,,,?,no translation,?,
,,Kappadokia,,21198/zz001tt2wt,Old Assyrian Text Project,,"Stephens, Ferris J.",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,"lo. l. corner, ruled",4/25/2005,,,2022-06-29,,20050425 fitzgerald_upenn,KTP 09,,,,,,,,,,,,?,109636,0,260371,,,,clay,CBS 04055,fragment,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,KTP 09,Kanesh (mod. Kültepe),,1927,"JSOR 11, 09",,,,,,9x3x11x4(le.e.) lines; collected by A. Long of Robert College and sold by him to J.P. Peters in 1890,,,?,no translation,?,
,,Kappadokia,,21198/zz001tt53c,no atf,,"Stephens, Ferris J.",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,"lo. r. corner wanting, ruled",4/25/2005,,,2018-10-21,,20050425 fitzgerald_upenn,KTP 28,,,,,,,,,Administrative ?,,,?,109644,0,260380,,,,clay,CBS 04064,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,KTP 28,Kanesh (mod. Kültepe),,1927,"JSOR 11, 28; Ulshöfer, FAOS Beih 4, 240",,,,,,"7x1x6x2x1 lines; collected by A. Long of Robert College & purchased from him by Prof. Hilprecht in 1893, & sold by him to the Museum",,,?,no translation,?,
,,Kappadokia,,21198/zz001tt58z,Old Assyrian Text Project,,"Stephens, Ferris J.",,,20091124 oatp: obv. 1: followed by erasure,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,"lo. pt wanting, ruled",4/25/2005,,,2022-06-29,,20050425 fitzgerald_upenn,KTP 22,,,,,,,,,,,,?,109648,0,260385,,,,clay,CBS 04069,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,KTP 22,Kanesh (mod. Kültepe),,1927,"JSOR 11, 22; Eisser & Lewy, ARK 072",,,,,,"7x8 lines; collected by A. Long of Robert College & purchased from him by Prof. Hilprecht in 1893, & sold by him to the Museum",,,?,no translation,?,
,,Kappadokia,,21198/zz001tt59g,Old Assyrian Text Project,,"Stephens, Ferris J.",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,4/25/2005,,,2022-06-29,,20050425 fitzgerald_upenn,KTP 05,,,,,,,,,,,,?,109649,0,260386,,,,clay,CBS 04070,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,KTP 05,Kanesh (mod. Kültepe),,1927,"JSOR 11, 05",,,,,,"9x2x9 lines; collected by A. Long of Robert College & purchased from him by Prof. Hilprecht in 1893, & sold by him to the Museum",,,?,no translation,?,
,,Kappadokia,,21198/zz001tt5b0,no atf,,"Stephens, Ferris J.",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,"u. part, ruled",4/25/2005,,,2018-10-21,,20050425 fitzgerald_upenn,KTP 23,,,,,,,,,Administrative ?,,,?,109650,0,260387,,,,clay,CBS 04071,fragment,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,KTP 23,Kanesh (mod. Kültepe),,1927,"JSOR 11, 23",,,,,,"3x4x1(u.e.) lines; collected by A. Long of Robert College & purchased from him by Prof. Hilprecht in 1893, & sold by him to the Museum",,,?,no translation,?,
,,"Kappadokia, collected:  Mrs. P. Hearst",,21198/zz001rw0jr,Old Assyrian Text Project,,"Stephens, Ferris J.",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,"l. part, ruled",4/25/2005,,,2022-06-29,,20050425 fitzgerald_upenn,KTP 24,,,,,,,,,,,,?,111082,0,261864,,Akkadian,,clay,CBS 05671,fragment,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,KTP 24,Kanesh (mod. Kültepe),,1927,"JSOR 11, 24 (not yet checked)",,,,,,(Obv)9x(LoE)2x(Rev)7x(UE)1x(LE)2 lines; faint seal impression on Obv.Lo.part.,,,?,no translation,?,
,,"Kappadokia, collected:  Mrs. P. Hearst",,21198/zz001rw0ms,Old Assyrian Text Project,,"Stephens, Ferris J.",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,"r. part, ruled. ",4/25/2005,,,2022-06-29,,20050425 fitzgerald_upenn,KTP 25,,,,,,,,,,,,?,111083,0,261866,,,,clay,CBS 05673,fragment,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,KTP 25,Kanesh (mod. Kültepe),,1927,"JSOR 11, 25 (not yet checked)",,,,,,(Obv)10x(Rev)11 lines,,,?,no translation,?,
,,"Kappadokia, collected:  Mrs. P. Hearst",,21198/zz001rw0qb,Old Assyrian Text Project,,"Stephens, Ferris J.",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,"r. part, obv. Lo. half mutilated, ruled",4/25/2005,,,2022-06-29,,20050425 fitzgerald_upenn,KTP 31,,,,,,,,,,,,?,111084,0,261869,,Akkadian,,clay,CBS 05676,fragment,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,KTP 31,Kanesh (mod. Kültepe),,1927,"JSOR 11, 31 (not yet checked); Eisser & Lewy, ARK 089",,,,,,(Obv)5x(LoE)1x(Rev)7x(UE)2 lines,,,?,no translation,?,
,,"Kappadokia, collected:  Mrs. P. Hearst",,21198/zz001rw0vd,Old Assyrian Text Project,,"Stephens, Ferris J.",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,"4crnrs, obv. rlo. , rev. ru. &llo. pts. mutilated, ",4/25/2005,,,2022-06-29,,20050425 fitzgerald_upenn,KTP 14,,,,,,,,,Letter,,,?,111085,0,261873,,Akkadian,,clay,CBS 05680,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,KTP 14,Kanesh (mod. Kültepe),,1927,"JSOR 11, 199 no. 14; MJ 9, p. 150 (not yet checked); Michel, LAPO 19, 040; Orlin, ACC p. 114; Landsberger, Tarih 4, 26-27 no. 4",,,,,,"Ruled, (Obv)10x(Rev)12x(UE)3 lines",,,?,no translation,?,
,,"Kappadokia, collected:  Mrs. P. Hearst",,21198/zz001rw0wx,Old Assyrian Text Project,,"Stephens, Ferris J.",,,20091124 oatp: obv. 6: followed by erasure,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,"rev. u. &lo. parts badly effaced, ruled",4/25/2005,,,2021-07-08,,20050425 fitzgerald_upenn,KTP 06,,,,,,,,,Letter,,,?,111086,0,261874,,Akkadian,,clay,CBS 05681,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,KTP 06,Kanesh (mod. Kültepe),,1927,"JSOR 11, 06; MJ 9, p. 150 (not yet checked); Michel, LAPO 19, 097; Orlin, ACC p. 155 n. 88",,,,,,(Obv)10x(LoE)1x(Rev)10x(UE)2x(LE)2 lines,,,?,no translation,?,
,,"Brummer, 1941 (collection of Mrs. Henry Walters)",,21198/zz0020hm4k,cdlistaff,,CDLI,,,"20160406 firth: same legend appears on S001363, S001370, S001376, S001508, S001510, S001542a, S001542b, S003012",,"Walters Art Museum, Baltimore, Maryland, USA",,At the center of the depicted scene is a handled jug on a stand. Flanking this motif on both sides is an animal contest motif with a bearded hero/bull-man in horned headdress battling a bull-man. At the edge of the scene is a cuneiform inscription in two ,,Sargon1:Iddin-abum.12.00.00 ?,,2018-10-21,Sargon1:Iddin-abum.12.00.00 ?,nn,CDLI Seals 001370 (physical),,,,,,,,,Administrative,,,25,120616,0,272880,,,,stone: hematite,WAM 42.0786,,seal (not impression),Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,CDLI Seals 001370 (physical),uncertain (mod. uncertain),,2012ff.,"Collon, Dominique, First Impressions (1987) 044 and 193ff. period IV b.; Iraq 06 (1939) 009 no. 9 (C 18) pl. II",,S001370,,,physical cylinder seal,,,,?,no translation,14.2,physical
,,"Kelekian, 1913",,21198/zz001v4zjn,cdlistaff,,"Larsen, Mogens Trolle",,,,,"Walters Art Museum, Baltimore, Maryland, USA",,brown clay tablet w/ cuneiform inscription,,,,2018-12-12,,nn,"Fs Matous 2, 125",,,,,,,,,Letter,,,48,120634,0,272898,,,,clay,WAM 48.1462,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"Fs Matous 2, 125",uncertain (mod. uncertain),dealer claims the tablet was found at Caesarea,1979,"J.V. Canby, JNES 34:4 (1975)",,,,,,,,,16.5,uncertain,43.5,"Cappadocian Tablet, clay"
,,"Kelekian, 1913; dealer claims the tablet was found at Caesarea",,21198/zz001v4zk5,cdlistaff,,"Larsen, Mogens Trolle",,,,,"Walters Art Museum, Baltimore, Maryland, USA",,brown clay tablet w/ cuneiform inscription,,,,2018-12-12,,nn,"Fs Matous 2, 126",,,,,,,,,Letter,,,53,120635,0,272899,,,,clay,WAM 48.1463,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"Fs Matous 2, 126",uncertain (mod. uncertain),,1979,"J.V. Canby, JNES 34:4 (1975)",,,,,,,,,?,uncertain,57,"Cappadocian Tablet, clay"
,,"Kelekian, 1913",,21198/zz001v4zmp,cdlistaff,,"Lewy, Julius",,,20091124 oatp: rev. 5: (stamp impression C),,"Walters Art Museum, Baltimore, Maryland, USA",,Unbaked clay tablet with cuneiform inscription. Features a cylinder seal impression with winged animal motif and three stamp seal impressions; possibly an envelope over a smaller tablet.,,,,2018-10-21,,nn,"AHDO 1,107",,,,,,,,,Legal,,,55,120636,0,272900,,,,clay,WAM 48.1464,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"AHDO 1,107",uncertain (mod. uncertain),dealer claims the tablet was found at Caesarea,1937,"Bulletin of the Walters Art Gallery III:1; Fertile Crescent WAG (1944) p. 10, no. 11; Lewy, J., AHDO 1, 107",,Sx,,,,,,,?,no translation,40,"Cappadocian Tablet with Seal Impression, clay "
,,"Kelekian, 1913",,21198/zz001v4zn6,cdlistaff,,"Larsen, Mogens Trolle",,,,,"Walters Art Museum, Baltimore, Maryland, USA",,brown clay tablet with cuneiform inscription,,,,2018-12-12,,nn,Fs Matous 127-128,,,,,,,,,Legal,,,51,120637,0,272901,,,,clay,WAM 48.1465,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,Fs Matous 127-128,uncertain (mod. uncertain),dealer claims the tablet was found at Caesarea,1978,"J.V. Canby, JNES 34:4 (1975); see also Larsen, Mesopotamia 04, 190, which includes a transliteration and a translation; Michel, LAPO 19, 209 ",,,,,,,,,?,uncertain,67,"Cappadocian Tablet, clay "
,,"Kelekian, 1913",,21198/zz001v4zpq,cdlistaff,,"Lewy, Julius",,,,,"Walters Art Museum, Baltimore, Maryland, USA",,reddish-clay tablet with a cuneiform inscription; chipped on the surface,,,,2018-10-21,,nn,"OrNS 26, 028 n. 4",,,,,,,,,Letter,,,64,120638,0,272902,,,,clay,WAM 48.1466,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"OrNS 26, 028 n. 4",uncertain (mod. uncertain),dealer claims the tablet was found at Caesarea,1957,"JNES (1975) 34:4; Orientalia 26; Larsen, Fs Matous 2 (Budapest 1978) 129-130; Larsen, Mesopotamia 04, 254; ; Michel, LAPO 19, 037",,,,,,,,,?,no translation,67,"Cappadocian Tablet, clay"
,,,,21198/zz001tz1z5,no atf,,nn,,,,,"Land Berlin, Berlin, Germany",,,7/1/2005,,,2018-10-21,,20050701 cdliadmin,Berlin 064,,,,,,,,,Letter,,,?,121005,0,273277,,Akkadian,,clay,Berlin 064,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,unpublished unassigned ?,Kanesh (mod. Kültepe) ?,,nd,"Nissen, Hans J., Damerow, Peter & Englund, Robert K., Fruehe Schrift (1991) 17.13",,,,,,,,,?,no translation,?,
,,,,21198/zz001tz21p,no atf,,nn,,,,,"Land Berlin, Berlin, Germany",,,7/1/2005,,,2018-10-21,,20050701 cdliadmin,Berlin 065,,,,,,,,,Letter,,,?,121007,0,273279,,Akkadian,,clay,Berlin 065,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,unpublished unassigned ?,Kanesh (mod. Kültepe) ?,,nd,"Nissen, Hans J., Damerow, Peter & Englund, Robert K., Fruehe Schrift (1991) 17.14",,,,,,,,,?,no translation,?,
,,,,21198/zz001vfzk6,Old Assyrian Text Project,,"Larsen, Mogens Trolle",,,20091124 oatp: rev. 12: followed by erasure,,"Metropolitan Museum of Art, New York, New York, USA",,,8/5/2005,,,2022-06-29,,20050805 cdliadmin,"CTMMA 1, 071",,,,,,,,,Letter,,,?,121248,0,273576,,,150ppi 20160630,clay,MMA 66.245.02,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 071",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.",,,,,,,,,?,no translation,?,
,,,,21198/zz001vfzmq,Old Assyrian Text Project,,"Larsen, Mogens Trolle",,,20091124 oatp: obv. 4: followed by erasure,,"Metropolitan Museum of Art, New York, New York, USA",,,8/5/2005,,,2022-06-29,,20050805 cdliadmin,"CTMMA 1, 072",,,,,,,,,Letter,,,?,121249,0,273577,,,150ppi 20160630,clay,MMA 66.245.11,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 072",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.; Michel, LAPO 19, 202",,,,,,,,,?,no translation,?,
,,,,21198/zz001vfzn7,Old Assyrian Text Project,,"Larsen, Mogens Trolle",,,20091124 oatp: rev. 17: followed by erasure,,"Metropolitan Museum of Art, New York, New York, USA",,,8/5/2005,,,2022-06-29,,20050805 cdliadmin,"CTMMA 1, 073",,,,,,,,,Letter,,,?,121250,0,273578,,,150ppi 20160630,clay,MMA 66.245.01,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 073",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.",,,,,,,,,?,no translation,?,
,,,,21198/zz001vfzpr,Old Assyrian Text Project,,"Larsen, Mogens Trolle",,,,,"Metropolitan Museum of Art, New York, New York, USA",,,8/5/2005,,,2022-06-29,,20050805 cdliadmin,"CTMMA 1, 074",,,,,,,,,Letter,,,?,121251,0,273579,,,150ppi 20160630,clay,MMA 66.245.04,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 074",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.",,,,,,,,,?,no translation,?,
,,,,21198/zz001vfzq8,Old Assyrian Text Project,,"Larsen, Mogens Trolle",,,20091124 oatp: obv. 5: followed by erasure; obv. 8: followed by erasure; e. 4: followed by erasure,,"Metropolitan Museum of Art, New York, New York, USA",,,8/5/2005,,,2022-06-29,,20050805 cdliadmin,"CTMMA 1, 075",,,,,,,,,Letter,,,?,121252,0,273580,,,150ppi 20160630,clay,MMA 66.245.10,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 075",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.; Michel, LAPO 19, 112",,,,,,,,,?,no translation,?,
,,,,21198/zz001vfzrs,Old Assyrian Text Project,,"Larsen, Mogens Trolle",,,"20091124 oatp: 6 Kuemmel, WO 5, 32 ff. ; 5: followed by erasure; e. 2: followed by erasure",,"Metropolitan Museum of Art, New York, New York, USA",,,8/5/2005,,,2022-06-29,,20050805 cdliadmin,"CTMMA 1, 076",,,,,,,,,Letter,,,?,121253,0,273581,,,150ppi 20160630,clay,MMA 66.245.03,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 076",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.",,,,,,,,,?,no translation,?,
,,,,21198/zz001vfzs9,Old Assyrian Text Project,,"Larsen, Mogens Trolle",,,"20091124 oatp: 2032: Garelli-Michel, JAOS 118, 330A.39",,"Metropolitan Museum of Art, New York, New York, USA",,,8/5/2005,,,2022-06-29,,20050805 cdliadmin,"CTMMA 1, 077",,,,,,,,,Letter,,,?,121254,0,273582,,,150ppi 20160630,clay,MMA 66.245.07,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 077",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.",,,,,,,,,?,no translation,?,
,,,,21198/zz001vfztt,Old Assyrian Text Project,,"Larsen, Mogens Trolle",,,20091124 oatp: rev. 10: followed by erasure,,"Metropolitan Museum of Art, New York, New York, USA",,,8/5/2005,,,2022-06-29,,20050805 cdliadmin,"CTMMA 1, 078",,,,,,,,,Letter,,,?,121255,0,273583,,,150ppi 20160630,clay,MMA 1983.135.04,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 078",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.; Michel, LAPO 19, 380; Hecker, NABU 1990/139",,Sx,,,,,,,?,no translation,?,
,,,,21198/zz001vfzvb,Old Assyrian Text Project,,"Larsen, Mogens Trolle",,,,,"Metropolitan Museum of Art, New York, New York, USA",,,8/5/2005,,,2022-06-29,,20050805 cdliadmin,"CTMMA 1, 079",,,,,,,,,Letter,,,?,121256,0,273584,,,150ppi 20160630,clay,MMA 66.245.08,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 079",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.",,,,,,,,,?,no translation,?,
,,,,21198/zz001vfzwv,Old Assyrian Text Project,,"Larsen, Mogens Trolle",,,,,"Metropolitan Museum of Art, New York, New York, USA",,,8/5/2005,,,2022-06-29,,20050805 cdliadmin,"CTMMA 1, 080",,,,,,,,,Letter,,,?,121257,0,273585,,,150ppi 20160630,clay,MMA 66.245.09,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 080",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.",,,,,,,,,?,no translation,?,
,,,,21198/zz001vfzxc,Old Assyrian Text Project,,"Larsen, Mogens Trolle",,,,,"Metropolitan Museum of Art, New York, New York, USA",,,8/5/2005,,,2022-06-29,,20050805 cdliadmin,"CTMMA 1, 081a,b",,,,,,,,,Letter,,,?,121258,0,273586,"P273586 lead, single entry",Akkadian,150ppi 20160630,clay,MMA 1983.135.06,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 081a,b",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.; Larsen, OAA 1, 093",,Sx,,,,,,,?,no translation,?,
,,,,21198/zz001vfzzw,Old Assyrian Text Project,,"Larsen, Mogens Trolle",,,,,"Metropolitan Museum of Art, New York, New York, USA",,,8/5/2005,,,2022-06-29,,20050805 cdliadmin,"CTMMA 1, 082",,,,,,,,,Letter,,,?,121259,0,273587,,,150ppi 20160630,clay,MMA 66.245.06,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 082",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.",,,,,,,,,?,no translation,?,
,,,,21198/zz001vg00b,Old Assyrian Text Project,,"Larsen, Mogens Trolle",,,"20091124 oatp: 4: cf. Metropolitan Museum guide: 'ancient near eastern art', p. 15 no. 23 photo of letter",,"Metropolitan Museum of Art, New York, New York, USA",,,8/5/2005,,,2022-06-29,,20050805 cdliadmin,"CTMMA 1, 083",,,,,,,,,,,,?,121260,0,273588,,,150ppi 20160630,clay,MMA 58.108,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 083",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.",,,,,,,,,?,no translation,?,
,,,,21198/zz001vg01v,Old Assyrian Text Project,,"Larsen, Mogens Trolle",,,"20091124 oatp: 50, 73-75, 77-79: Michel-Foster, JCS 41, 44A.19; 79-81: Michel-Foster, JCS 41, 52A.63; 81: Michel-Foster, JCS 41, 44A.19; 94: Bayram, Aran 4, 40; 17: cp. Veenhof, Fs Houwink ten Cate 326; 47: NB: cf. AKT 3, 104,12-14",,"Metropolitan Museum of Art, New York, New York, USA",,,8/5/2005,,,2022-06-29,,20050805 cdliadmin,"CTMMA 1, 084",,,,,,,,,Letter,,,?,121261,0,273589,"P273589 lead, single entry",,150ppi 20160630,clay,MMA 66.245.05,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 084",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.",,Sx,,,,,,,?,no translation,?,
,,,,21198/zz001vg02c,Old Assyrian Text Project,,"Larsen, Mogens Trolle",,,20091124 oatp: obv. 9: followed by erasure,,"Metropolitan Museum of Art, New York, New York, USA",,,8/5/2005,,,2022-06-29,,20050805 cdliadmin,"CTMMA 1, 085",,,,,,,,,,,,?,121262,0,273590,"P273590 lead, single entry",,150ppi 20160630,clay,MMA 66.245.20,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 085",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.",,Sx,,,,,,,?,no translation,?,
,,,,21198/zz001vg03w,Old Assyrian Text Project,,"Larsen, Mogens Trolle",,,"20091124 oatp: 5-15: Michel-Foster, JCS 41, 47A.45",,"Metropolitan Museum of Art, New York, New York, USA",,,8/5/2005,,,2022-06-29,,20050805 cdliadmin,"CTMMA 1, 086",,,,,,,,,,,,?,121263,0,273591,"P273591 lead, single entry",,150ppi 20160630,clay,MMA 66.245.21,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 086",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.",,S012131,,,,,,,?,no translation,?,
,,,,21198/zz001vg04d,Old Assyrian Text Project,,"Larsen, Mogens Trolle",,,20091124 oatp: obv. 13: vielleicht: _sahar-ba_ in seiner staub(form)?; rev. 16: followed by erasure; rev. 3: followed by erasure,,"Metropolitan Museum of Art, New York, New York, USA",,,8/5/2005,,,2022-06-29,,20050805 cdliadmin,"CTMMA 1, 087a+b",,,,,,,,,,,,?,121264,0,273592,"P273592 lead, single entry",,150ppi 20160630,clay,MMA 1983.135.05,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 087a+b",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.",,Sx,,,,,,,?,no translation,?,
,,,,21198/zz001vg05x,Old Assyrian Text Project,,"Larsen, Mogens Trolle",,,,,"Metropolitan Museum of Art, New York, New York, USA",,,8/5/2005,,,2022-06-29,,20050805 cdliadmin,"CTMMA 1, 088",,,,,,,,,Letter,,,?,121265,0,273593,"P273593 lead, single entry",,150ppi 20160630,clay,MMA 66.245.19,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 088",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.; Larsen, OAA 1, 137",,"SxA, SxB, S012132",,,,,,,?,no translation,?,
,,,,21198/zz001vg06f,Old Assyrian Text Project,,"Larsen, Mogens Trolle",,,,,"Metropolitan Museum of Art, New York, New York, USA",,,8/5/2005,,,2022-06-29,,20050805 cdliadmin,"CTMMA 1, 089",,,,,,,,,Legal,,,?,121266,0,273594,"P273594 lead, single entry",,150ppi 20160630,clay,MMA 66.245.14,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 089",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.; Larsen, OAA 1, 144",,Sx,,,,,,,?,no translation,?,
,,,,21198/zz001vg07z,Old Assyrian Text Project,,"Larsen, Mogens Trolle",,,,,"Metropolitan Museum of Art, New York, New York, USA",,,8/5/2005,,,2022-06-29,,20050805 cdliadmin,"CTMMA 1, 090",,,,,,,,,Legal,,,?,121267,0,273595,,,150ppi 20160630,clay,MMA 66.245.17,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,"CTMMA 1, 090",Kanesh (mod. Kültepe),,1988,"apud Spar, I., ed.",,"SxA, S012134, SxC, SxD",SxA = Teissier 223; S012134 = Teissier 316,,,,,,?,no translation,?,
